"Tag Code","Mark File Name","Site Name","First Time Value","Last Time Value","First Antenna Group Name","Last Antenna Group Name","Release Date MMDDYYYY","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Release Site Name","Count"
"3D9.1C2C2DA4DF","MRC07304.WI3","SCP - Spring Creek Acclimation Pond","5/7/2008 4:59:06 PM","5/7/2008 5:00:08 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DA8DC","MRC07304.WI3","LMR - Lower Methow River at Pateros","3/18/2010 8:53:16 PM","3/18/2010 8:53:16 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DA8DC","MRC07304.WI3","MRW - Methow River at Winthrop","4/6/2010 8:42:44 PM","4/6/2010 10:21:18 PM","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DA8DC","MRC07304.WI3","SCP - Spring Creek Acclimation Pond","4/9/2010 2:00:48 AM","4/10/2010 12:18:56 PM","POND EXIT 1","POND EXIT 1","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DA8F6","MRC07304.WI1","LMR - Lower Methow River at Pateros","9/9/2009 5:33:33 PM","9/9/2009 5:33:33 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DA8F6","MRC07304.WI1","SCP - Spring Creek Acclimation Pond","5/7/2008 6:28:00 PM","5/7/2008 6:38:33 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DAA59","MRC07304.WI1","LMR - Lower Methow River at Pateros","9/6/2009 12:11:10 AM","9/6/2009 12:11:10 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DAA59","MRC07304.WI1","SCP - Spring Creek Acclimation Pond","5/8/2008 1:09:44 PM","5/8/2008 1:22:38 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DAC01","MRC07304.WI2","LMR - Lower Methow River at Pateros","8/30/2009 1:25:38 AM","8/30/2009 1:25:38 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DAC01","MRC07304.WI2","SCP - Spring Creek Acclimation Pond","5/7/2008 2:28:51 PM","5/7/2008 2:28:51 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DB26A","MRC07304.WI1","SCP - Spring Creek Acclimation Pond","5/7/2008 6:31:49 PM","5/7/2008 8:13:19 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DB3BC","MRC07304.WI1","LMR - Lower Methow River at Pateros","9/17/2009 7:29:47 AM","10/18/2009 4:54:41 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DB3BC","MRC07304.WI1","SCP - Spring Creek Acclimation Pond","5/7/2008 4:56:24 PM","5/7/2008 5:48:07 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DB414","MRC07304.WI2","LMR - Lower Methow River at Pateros","10/21/2009 3:29:22 AM","10/21/2009 3:29:22 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DB414","MRC07304.WI2","SCP - Spring Creek Acclimation Pond","5/7/2008 4:09:06 PM","5/7/2008 4:09:06 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DE0B8","MRC07304.WI3","LMR - Lower Methow River at Pateros","9/23/2009 5:46:52 AM","5/17/2010 11:26:04 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DE0B8","MRC07304.WI3","SCP - Spring Creek Acclimation Pond","5/15/2008 2:08:08 AM","5/15/2008 2:08:08 AM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DE125","MRC07304.WI2","SCP - Spring Creek Acclimation Pond","5/7/2008 3:28:45 PM","5/7/2008 3:28:45 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DE27A","MRC07305.WI1","SCP - Spring Creek Acclimation Pond","5/7/2008 5:02:19 PM","5/7/2008 5:05:40 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DE67D","MRC07304.WI1","LMR - Lower Methow River at Pateros","9/12/2009 6:09:03 AM","9/12/2009 6:09:03 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DE67D","MRC07304.WI1","SCP - Spring Creek Acclimation Pond","5/7/2008 2:05:32 PM","5/7/2008 2:06:14 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DE747","MRC07305.WI1","LMR - Lower Methow River at Pateros","10/17/2009 2:39:51 PM","10/17/2009 2:39:51 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DE747","MRC07305.WI1","SCP - Spring Creek Acclimation Pond","5/8/2008 5:56:18 AM","5/8/2008 5:56:18 AM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DE97F","MRC07304.WI3","SCP - Spring Creek Acclimation Pond","5/7/2008 3:16:22 PM","5/7/2008 3:16:22 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DEAC8","MRC07305.WI1","SCP - Spring Creek Acclimation Pond","5/7/2008 10:51:37 PM","5/7/2008 10:51:37 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2DF6CF","MRC07304.WI1","SCP - Spring Creek Acclimation Pond","5/7/2008 1:52:43 PM","5/7/2008 1:54:35 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2E00FF","MRC07304.WI2","SCP - Spring Creek Acclimation Pond","5/7/2008 2:34:45 PM","5/7/2008 2:34:45 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2E011A","MRC07305.WI1","LMR - Lower Methow River at Pateros","9/22/2009 10:56:29 PM","10/4/2009 6:40:40 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2E011A","MRC07305.WI1","SCP - Spring Creek Acclimation Pond","5/7/2008 7:04:10 PM","5/7/2008 7:04:10 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C2E013B","MRC07304.WI3","SCP - Spring Creek Acclimation Pond","5/7/2008 4:53:18 PM","5/7/2008 4:53:18 PM","POND EXIT 2","POND EXIT 2","5/7/2008","3","Steelhead","2","Summer","H","Hatchery Reared","WINT - Winthrop National Fish Hatchery","1"
"3D9.1C2C30E243","KDM07219.LR1","LMR - Lower Methow River at Pateros","10/20/2009 6:58:06 AM","10/22/2009 1:07:47 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/7/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","LIBBYC - Libby Creek, Methow River","1"
"3D9.1C2C31176C","KDM07263.WBC","BVC - Beaver Creek, Methow River","4/19/2010 6:53:41 PM","4/26/2010 6:23:31 AM","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY","9/20/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BEAV2C - Beaver Creek, Methow River","1"
"3D9.1C2C31176C","KDM07263.WBC","LMR - Lower Methow River at Pateros","9/24/2009 6:15:36 AM","9/24/2009 6:15:36 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/20/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BEAV2C - Beaver Creek, Methow River","1"
"3D9.1C2C3157BF","KDM07281.WBC","LMR - Lower Methow River at Pateros","3/5/2010 6:54:12 AM","3/5/2010 6:54:12 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","10/8/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BEAV2C - Beaver Creek, Methow River","1"
"3D9.1C2C319E25","KDM07264.WBC","BVC - Beaver Creek, Methow River","4/17/2010 2:21:06 PM","4/17/2010 2:23:56 PM","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY","9/21/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BEAV2C - Beaver Creek, Methow River","1"
"3D9.1C2C319E25","KDM07264.WBC","LMR - Lower Methow River at Pateros","10/16/2009 5:55:59 PM","10/16/2009 5:55:59 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/21/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BEAV2C - Beaver Creek, Methow River","1"
"3D9.1C2C31B5C2","KDM07261.WBC","MRB - Methow River Basin","9/18/2007 10:47:27 PM","4/16/2008 7:11:48 PM","LOWER BEAVER CREEK AT RKM 2","LOWER BEAVER CREEK AT RKM 2","9/18/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BEAV2C - Beaver Creek, Methow River","1"
"3D9.1C2C31B5C2","KDM07261.WBC","MRW - Methow River at Winthrop","4/14/2010 9:52:19 PM","4/18/2010 7:36:52 PM","UPSTREAM ARRAY","UPSTREAM ARRAY","9/18/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BEAV2C - Beaver Creek, Methow River","1"
"3D9.1C2C31B5C2","KDM07261.WBC","SCP - Spring Creek Acclimation Pond","4/20/2010 9:12:37 PM","4/16/2012 10:34:15 PM","POND EXIT 1","UPSTREAM ANTENNA","9/18/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BEAV2C - Beaver Creek, Methow River","1"
"3D9.1C2C31BDF8","KDM07273.WBC","LMR - Lower Methow River at Pateros","9/3/2009 3:32:00 AM","9/3/2009 3:32:00 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/30/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BEAV2C - Beaver Creek, Methow River","1"
"3D9.1C2C31C0DD","KDM07273.WBC","BVC - Beaver Creek, Methow River","5/10/2010 9:55:10 AM","5/10/2010 9:55:47 AM","MIDDLE IN-STREAM ARRAY","UPPER IN-STREAM ARRAY","9/30/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BEAV2C - Beaver Creek, Methow River","1"
"3D9.1C2C31C0DD","KDM07273.WBC","LMR - Lower Methow River at Pateros","10/15/2009 11:24:34 PM","10/16/2009 1:11:54 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/30/2007","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","BEAV2C - Beaver Creek, Methow River","1"
"3D9.1C2C3A3F47","CFM08192.PRD","LMR - Lower Methow River at Pateros","4/25/2009 9:07:57 AM","4/25/2009 9:07:57 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/4/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3A4015","CFM08192.PRD","LMR - Lower Methow River at Pateros","3/28/2009 3:08:53 PM","3/28/2009 3:08:53 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/16/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3A40D4","CFM08192.PRD","LMR - Lower Methow River at Pateros","3/20/2009 10:24:27 PM","3/20/2009 10:24:27 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/21/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3A4146","CFM08192.PRD","LMR - Lower Methow River at Pateros","3/10/2009 8:54:29 PM","3/10/2009 8:54:29 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/4/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3A4C48","CFM08192.PRD","LMR - Lower Methow River at Pateros","4/6/2009 6:53:06 PM","4/22/2009 12:52:28 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/11/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3A5081","CFM08192.PRD","TWR - Lwr Twisp Rvr near MSRF Ponds","4/15/2009 10:53:04 PM","5/12/2009 12:33:52 AM","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY","9/10/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3DCB82","CMP08126.006","LMR - Lower Methow River at Pateros","10/21/2009 11:26:18 PM","1/31/2010 7:33:37 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/5/2008","3","Steelhead","2","Summer","H","Hatchery Reared","NASONC - Nason Creek (tributary to Wenatchee River)","1"
"3D9.1C2C3DCBD2","CFM08192.PRD","GLC - Gold Creek, Methow River","5/27/2009 7:21:35 PM","5/27/2009 9:42:29 PM","MIDDLE IN-STREAM ARRAY","UPPER IN-STREAM ARRAY","9/11/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3DCBD2","CFM08192.PRD","LMR - Lower Methow River at Pateros","4/2/2009 11:07:04 PM","4/2/2009 11:09:14 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/11/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3DCBD2","CFM08192.PRD","TWR - Lwr Twisp Rvr near MSRF Ponds","4/17/2009 8:40:15 PM","4/17/2009 8:40:59 PM","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY","9/11/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3DD368","CMP08126.003","LMR - Lower Methow River at Pateros","9/25/2009 7:23:45 PM","9/28/2009 5:59:21 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/5/2008","3","Steelhead","2","Summer","H","Hatchery Reared","NASONC - Nason Creek (tributary to Wenatchee River)","1"
"3D9.1C2C3E3465","CFM08192.PRD","TWR - Lwr Twisp Rvr near MSRF Ponds","4/6/2009 10:28:11 PM","5/6/2009 6:36:15 PM","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY","7/17/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3E4511","CFM08192.PRD","LMR - Lower Methow River at Pateros","3/27/2009 12:27:37 AM","3/27/2009 12:27:37 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/25/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3E474E","CFM08192.PRD","LMR - Lower Methow River at Pateros","4/19/2009 9:39:32 PM","4/19/2009 9:39:36 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/9/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3E474E","CFM08192.PRD","TWR - Lwr Twisp Rvr near MSRF Ponds","4/7/2009 8:03:05 PM","4/18/2009 3:58:37 AM","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY","9/9/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3E47BE","CFM08192.PRD","LMR - Lower Methow River at Pateros","5/3/2009 8:46:53 AM","5/3/2009 8:46:53 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/25/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3EC2ED","CFM08192.PRD","GLC - Gold Creek, Methow River","5/17/2009 1:17:40 AM","5/17/2009 1:17:45 AM","MIDDLE IN-STREAM ARRAY","LOWER IN-STREAM ARRAY","7/31/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3ED10E","CFM08192.PRD","GLC - Gold Creek, Methow River","5/7/2009 12:21:22 AM","5/8/2009 8:09:13 AM","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY","8/14/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3ED110","CFM08192.PRD","LMR - Lower Methow River at Pateros","4/6/2009 9:17:13 PM","4/6/2009 9:17:13 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/28/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3ED110","CFM08192.PRD","TWR - Lwr Twisp Rvr near MSRF Ponds","4/11/2009 10:18:16 PM","5/16/2009 11:03:21 AM","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY","8/28/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3FD9A1","CFM08192.PRD","TWR - Lwr Twisp Rvr near MSRF Ponds","4/11/2009 9:22:02 PM","4/11/2009 9:23:30 PM","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY","8/14/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3FD9CD","CFM08192.PRD","LMR - Lower Methow River at Pateros","4/13/2009 3:57:13 PM","4/13/2009 3:57:13 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/10/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3FDA94","CFM08192.PRD","LMR - Lower Methow River at Pateros","5/23/2009 4:22:02 AM","5/23/2009 4:22:02 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/18/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C3FDC75","CFM08192.PRD","LMR - Lower Methow River at Pateros","3/16/2009 7:04:09 PM","3/16/2009 7:04:09 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/15/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C407C77","AFE08105.001","LMR - Lower Methow River at Pateros","9/2/2009 11:57:02 PM","9/4/2009 7:27:13 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/4/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","RI2BYP - RIS - Release into the PH2 Juvenile Facility Bypass Flume/Pipe","1"
"3D9.1C2C40813D","BCJ07344.A27","GLC - Gold Creek, Methow River","5/2/2010 1:22:39 AM","5/2/2010 1:38:26 PM","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY","4/1/2008","3","Steelhead","2","Summer","H","Hatchery Reared","LSHEEF - Little Sheep Facility","1"
"3D9.1C2C40813D","BCJ07344.A27","LBC - Libby Creek, Methow River","5/2/2010 10:20:38 PM","5/2/2010 10:20:38 PM","SINGLE IN-STREAM ANTENNA","SINGLE IN-STREAM ANTENNA","4/1/2008","3","Steelhead","2","Summer","H","Hatchery Reared","LSHEEF - Little Sheep Facility","1"
"3D9.1C2C40813D","BCJ07344.A27","LMR - Lower Methow River at Pateros","4/4/2010 10:37:56 PM","4/4/2010 10:37:56 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","4/1/2008","3","Steelhead","2","Summer","H","Hatchery Reared","LSHEEF - Little Sheep Facility","1"
"3D9.1C2C41F3F4","AFE08105.001","LMR - Lower Methow River at Pateros","10/16/2009 12:07:38 PM","10/31/2009 3:02:12 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/8/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","RI2BYP - RIS - Release into the PH2 Juvenile Facility Bypass Flume/Pipe","1"
"3D9.1C2C4203D5","AFE08105.001","LMR - Lower Methow River at Pateros","9/14/2009 5:28:13 AM","9/14/2009 5:28:13 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/3/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","RI2BYP - RIS - Release into the PH2 Juvenile Facility Bypass Flume/Pipe","1"
"3D9.1C2C4293CF","MRC08126.HB2","LMR - Lower Methow River at Pateros","4/11/2010 10:19:08 PM","4/15/2010 8:51:25 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/5/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","ENTIAR - Entiat River","1"
"3D9.1C2C42CD6A","MRC08128.HB2","BVC - Beaver Creek, Methow River","4/30/2010 6:57:27 PM","5/11/2010 11:17:53 AM","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY","5/8/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","ENTIAR - Entiat River","1"
"3D9.1C2C42CD6A","MRC08128.HB2","LBC - Libby Creek, Methow River","4/26/2010 10:28:45 PM","4/27/2010 9:03:16 AM","SINGLE IN-STREAM ANTENNA","SINGLE IN-STREAM ANTENNA","5/8/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","ENTIAR - Entiat River","1"
"3D9.1C2C42CD6A","MRC08128.HB2","LMR - Lower Methow River at Pateros","4/22/2010 2:11:41 PM","4/22/2010 2:11:41 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/8/2008","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","ENTIAR - Entiat River","1"
"3D9.1C2C433889","CFM08192.PRD","OKL - Lower Okanogan Instream Array","6/6/2014 8:54:36 AM","6/6/2014 3:29:43 PM","Upstream Array","Downstream Array","9/10/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C433895","CFM08192.PRD","BVC - Beaver Creek, Methow River","4/21/2009 3:49:31 PM","5/17/2009 10:00:02 AM","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY","9/10/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C4338A7","CFM08192.PRD","LBC - Libby Creek, Methow River","5/17/2009 10:26:38 AM","5/17/2009 1:20:06 PM","SINGLE IN-STREAM ANTENNA","SINGLE IN-STREAM ANTENNA","9/4/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C4338A7","CFM08192.PRD","LMR - Lower Methow River at Pateros","5/11/2009 5:09:14 PM","5/11/2009 5:09:14 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/4/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C433A70","CFM08192.PRD","LMR - Lower Methow River at Pateros","3/18/2009 8:12:16 PM","3/19/2009 12:17:09 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/17/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C433C8A","CFM08192.PRD","TWR - Lwr Twisp Rvr near MSRF Ponds","4/7/2009 7:19:51 PM","4/7/2009 7:20:41 PM","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY","9/10/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C433D1F","CFM08192.PRD","LMR - Lower Methow River at Pateros","3/29/2009 10:45:17 PM","3/31/2009 7:25:14 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/7/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C43439C","CFM08192.PRD","LMR - Lower Methow River at Pateros","3/30/2009 7:33:38 PM","3/30/2009 7:33:38 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","7/29/2008","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2C4346F3","CMP08126.005","LMR - Lower Methow River at Pateros","10/19/2009 11:30:12 PM","10/20/2009 6:07:31 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","5/6/2008","3","Steelhead","2","Summer","H","Hatchery Reared","NASONC - Nason Creek (tributary to Wenatchee River)","1"
