TagCode,group,ReturnYear,rrf_anchor_season,actual_entry_season,has_enl,has_upstream,enl_only,enl_direction,criterion_1_broad,criterion_2_orig_strict,criterion_3_reclassified,criterion_4_enl_sens
3D9.1C2D96078C,B,2014,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3D9.1C2D98EDFE,B,2015,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3D9.1C2D9E8110,B,2014,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3D9.1C2D9F0CEC,B,2013,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3D9.1C2DDA0B75,B,2015,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3D9.1C2DDA377B,B,2014,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3D9.1C2DDA86B3,B,2015,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3D9.1C2DDB28A5,B,2016,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3D9.1C2DEAFDF7,B,2015,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3D9.1C2DEB9E13,B,2016,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3D9.1C2DEBD1D8,B,2016,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3D9.1C2DECA546,B,2015,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.007736FCB6,B,2024,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.007736FF2C,B,2024,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.0077375783,B,2024,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.0077576277,B,2017,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.0077746EFE,B,2024,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.007779F4BE,B,2018,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.00778F7049,B,2019,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.007790CB64,B,2018,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.007792DA1B,B,2025,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.0077A3F119,B,2018,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.0077A4D19C,B,2019,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.0077AAC35A,B,2020,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.0078C59233,B,2025,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.0078C59572,B,2025,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.0078C5B25B,B,2025,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
3DD.0078C5B87A,B,2025,fall,never,FALSE,FALSE,FALSE,NA,0,0,0,0
384.3B239875C6,B,2017,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
384.3B23995DC4,B,2016,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
384.3B23AC6042,B,2015,fall,spring,TRUE,FALSE,TRUE,NA,1,1,1,1
3D9.1BF1F8679B,B,2007,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1BF201A1D0,B,2008,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1BF201A551,B,2007,fall,spring,TRUE,FALSE,TRUE,NA,1,0,1,1
3D9.1BF201FC03,B,2008,fall,spring,TRUE,FALSE,TRUE,NA,1,0,1,1
3D9.1BF25E4AEE,B,2009,fall,spring,TRUE,FALSE,TRUE,NA,1,0,1,1
3D9.1BF25FEB8A,B,2009,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C3232BC,B,2009,fall,spring,FALSE,TRUE,FALSE,NA,1,0,0,0
3D9.1C2C42959D,B,2010,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C42A0CD,B,2009,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C42DC73,B,2009,fall,spring,FALSE,TRUE,FALSE,NA,1,0,0,0
3D9.1C2C43577C,B,2010,fall,spring,FALSE,TRUE,FALSE,NA,1,0,0,0
3D9.1C2C448869,B,2010,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C44DEA6,B,2010,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C467685,B,2009,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C47DD13,B,2010,fall,spring,TRUE,FALSE,TRUE,NA,1,0,1,1
3D9.1C2C50D910,B,2009,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C50D999,B,2009,fall,spring,TRUE,FALSE,TRUE,NA,1,0,1,1
3D9.1C2C50DE54,B,2010,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C50E3FD,B,2009,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C50E5B3,B,2009,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C50EBCA,B,2009,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C5103FF,B,2011,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C516FC1,B,2009,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C517149,B,2009,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C518264,B,2010,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2C51CD86,B,2009,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2CBC3F49,B,2012,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2CCD6A98,B,2011,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2CCD6F15,B,2010,fall,spring,TRUE,FALSE,TRUE,NA,1,0,1,1
3D9.1C2CCD7188,B,2011,fall,spring,FALSE,TRUE,FALSE,NA,1,0,0,0
3D9.1C2CCDA88C,B,2011,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2CCDE611,B,2011,fall,spring,FALSE,TRUE,FALSE,NA,1,0,0,0
3D9.1C2CDB3D85,B,2011,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2CDD756D,B,2011,fall,spring,FALSE,TRUE,FALSE,NA,1,0,0,0
3D9.1C2CDD7EFF,B,2010,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D0807BE,B,2012,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D0CD4F2,B,2013,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D10B1BF,B,2011,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D10C675,B,2012,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D10F371,B,2012,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D112CEB,B,2011,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D114A68,B,2011,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D125685,B,2013,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D125BF9,B,2013,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D45A35A,B,2013,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D45D3BC,B,2013,fall,spring,TRUE,FALSE,TRUE,NA,1,0,1,1
3D9.1C2D6FDC92,B,2015,fall,spring,FALSE,TRUE,FALSE,NA,1,0,0,0
3D9.1C2D6FF6D8,B,2016,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D778E8A,B,2013,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D9188B0,B,2012,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D926486,B,2013,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D927CB3,B,2013,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D928A8E,B,2015,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D92A08C,B,2013,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D92CE2F,B,2014,fall,spring,TRUE,FALSE,TRUE,NA,1,0,1,1
3D9.1C2D9303CC,B,2013,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D9328F3,B,2015,fall,spring,FALSE,TRUE,FALSE,NA,1,0,0,0
3D9.1C2D9349B5,B,2014,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D9495B9,B,2014,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D99DEAF,B,2016,fall,spring,FALSE,TRUE,FALSE,NA,1,0,0,0
3D9.1C2D9EDD36,B,2013,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D9EF5D0,B,2013,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D9FD13B,B,2016,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2D9FDE14,B,2016,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DD57BAA,B,2016,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DD6D852,B,2016,fall,spring,TRUE,FALSE,TRUE,NA,1,0,1,1
3D9.1C2DD6F2D1,B,2015,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DD6F51A,B,2015,fall,spring,TRUE,FALSE,TRUE,NA,1,0,1,1
3D9.1C2DD731BF,B,2014,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DD735C3,B,2014,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DD750C8,B,2013,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DD88BF0,B,2015,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DD9FE18,B,2015,fall,spring,FALSE,TRUE,FALSE,NA,1,0,0,0
3D9.1C2DDA30C0,B,2015,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DDA355C,B,2014,fall,spring,TRUE,FALSE,TRUE,NA,1,0,1,1
3D9.1C2DDA7844,B,2015,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DDAFB7F,B,2014,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DDB8BE6,B,2015,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DE50622,B,2014,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DEA993C,B,2016,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DEABA1D,B,2015,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DEB626F,B,2016,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DEB8AD9,B,2016,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3D9.1C2DEC94F8,B,2015,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3DD.0077374B32,B,2025,fall,spring,FALSE,TRUE,FALSE,NA,1,0,0,0
3DD.00773750E1,B,2025,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3DD.0077386A62,B,2024,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3DD.007759D169,B,2017,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3DD.0077755804,B,2021,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3DD.007775901E,B,2025,fall,spring,FALSE,TRUE,FALSE,NA,1,0,0,0
3DD.00777596D4,B,2025,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3DD.0077840F9D,B,2019,fall,spring,TRUE,FALSE,TRUE,NA,1,0,1,1
3DD.00778E0685,B,2019,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3DD.00779312C6,B,2025,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3DD.0077A25AF9,B,2019,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3DD.0077A3BCF0,B,2020,fall,spring,TRUE,FALSE,TRUE,NA,1,0,1,1
3DD.0077A40D92,B,2020,fall,spring,FALSE,TRUE,FALSE,NA,1,0,0,0
3DD.0077A4B879,B,2019,fall,spring,FALSE,TRUE,FALSE,NA,1,0,0,0
3DD.0077A4C96B,B,2020,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3DD.0077AAF5DF,B,2019,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
3DD.0077AB1198,B,2020,fall,spring,TRUE,TRUE,FALSE,NA,1,1,1,1
